n1.name,n2.name,r.statistic_score
KRAS,ARHGEF2,0.75
KRAS,KEAP1,0.6
KRAS,CDC7,0.75
KRAS,SH3GLB1,0.446
KRAS,GRPEL1,0.5
KRAS,PSKH2,0.75
KRAS,TTC23,0.6
KRAS,TVP23A,0.5
KRAS,RPL24,0.6
KRAS,NEIL2,0.446
KRAS,SLC38A4,0.467
KRAS,PIK3CA,0.5
KRAS,NDUFA12,0.446
KRAS,DUSP13,0.6
KRAS,ADAR,0.5
KRAS,MMEL1,0.452
KRAS,CA5B,0.6
KRAS,AURKC,0.75
KRAS,IARS2,0.75
KRAS,VHL,0.75
KRAS,BUB1,0.75
KRAS,TRAPPC2L,0.5
KRAS,DCTN2,0.5
KRAS,BCLAF1,0.5
KRAS,DDB2,0.4
KRAS,CLK3,0.75
KRAS,NAB1,0.6
KRAS,ANAPC10,0.6
KRAS,PDSS2,0.44
KRAS,CACNA1A,0.6
KRAS,PLB1,0.449
KRAS,MKI67,0.527
KRAS,TCAF2,0.75
KRAS,CASC3,0.6
KRAS,MTRF1L,0.4
KRAS,DNM2,0.6
KRAS,NPR2,0.458
KRAS,EPHA6,0.75
KRAS,SLC31A1,0.5
KRAS,PIAS1,0.482
KRAS,C1QBP,0.6
KRAS,POLE2,0.5
KRAS,UTP6,0.5
KRAS,TCHHL1,0.44
KRAS,RPL23A,0.6
KRAS,TEF,0.449
KRAS,PLK2,0.44
KRAS,CCDC115,0.5
KRAS,NUP62CL,0.5
KRAS,BRF2,0.5
KRAS,CORO2A,0.6
KRAS,MAP3K19,0.75
KRAS,DGKG,0.75
KRAS,RCE1,0.5
KRAS,MAP3K1,0.6
KRAS,RTL6,0.446
KRAS,MICAL3,0.458
KRAS,HIVEP2,0.6
KRAS,CEACAM3,0.6
KRAS,DCAF13,0.75
KRAS,TFB2M,0.452
KRAS,KRIT1,0.5
KRAS,RPL39,0.44
KRAS,CCDC6,0.5
KRAS,ZBTB39,0.449
KRAS,ZCCHC13,0.452
KRAS,CDK7,0.75
KRAS,ZNF623,0.6
KRAS,CALM2,0.75
KRAS,SLC9A8,0.6
KRAS,SLC30A3,0.458
KRAS,ARPC3,0.75
KRAS,ATXN3,0.6
KRAS,GINS1,0.6
KRAS,MTX1,0.5
KRAS,EED,0.6
KRAS,TUBB6,0.6
KRAS,SF3B6,0.53
KRAS,ITK,0.75
KRAS,SERINC1,0.452
KRAS,SULT6B1,0.452
KRAS,PPP2R1B,0.488
KRAS,CNP,0.75
KRAS,GABPA,0.5
KRAS,KIF12,0.6
KRAS,SRC,0.75
KRAS,PSD3,0.6
KRAS,ATP6V0D2,0.5
KRAS,NECAP1,0.443
KRAS,BAZ2B,0.6
KRAS,DNAJC17,0.5
KRAS,UBA6,0.455
KRAS,PFDN5,0.5
KRAS,IREB2,0.6
KRAS,SF3B5,0.6
KRAS,SERPINB12,0.44
KRAS,MAPKBP1,0.75
KRAS,TMC1,0.5
KRAS,ST13,0.5
KRAS,ALPK1,0.75
KRAS,LRRN1,0.461
KRAS,TMEM19,0.47
KRAS,CDK6,0.75
KRAS,LOC284898,0.449
KRAS,SLC25A28,0.446
KRAS,TLCD2,0.455
KRAS,NCAM1,0.443
KRAS,MPP2,0.6
KRAS,RBM39,0.47
KRAS,NOP10,0.75
KRAS,TOP1,0.855
KRAS,WT1,0.75
KRAS,MPHOSPH10,0.452
KRAS,TMEM86A,0.6
KRAS,EIF2S1,0.5
KRAS,LSM3,0.44
KRAS,KIF22,0.6
KRAS,NEK1,0.75
KRAS,ZNF775,0.446
KRAS,VPS36,0.6
KRAS,CHML,0.6
KRAS,KRT72,0.458
KRAS,SYT17,0.75
KRAS,MARVELD3,0.458
KRAS,PPP2CA,0.5
KRAS,SEPTIN4,0.446
KRAS,PARP1,0.1775
KRAS,KCMF1,0.75
KRAS,LDB1,0.5
KRAS,SNRPD2,0.6
KRAS,ZNRF3,0.446
KRAS,RAMAC,0.6
KRAS,PSMA7,0.44
KRAS,TGFA,0.75
KRAS,C16orf72,0.6
KRAS,SEPTIN14,0.47
KRAS,TYRO3,0.75
KRAS,CIBAR2,0.5
KRAS,TRAF5,0.6
KRAS,SOCS2,0.455
KRAS,TSPAN3,0.6
KRAS,RPS15A,0.6
KRAS,KANSL2,0.5
KRAS,NAA11,0.5
KRAS,FN3K,0.75
KRAS,PTPN13,0.6
KRAS,ATP5F1B,0.5
KRAS,ZNF85,0.5
KRAS,MAP3K7,0.855
KRAS,DYRK4,0.75
KRAS,TEAD1,0.458
KRAS,ZNF570,0.452
KRAS,ALDOA,0.5
KRAS,PAK1,0.75
KRAS,FH,0.4
KRAS,ERCC2,0.5
KRAS,RBMXL2,0.6
KRAS,ST7,0.449
KRAS,MRPL3,0.473
KRAS,PORCN,0.6
KRAS,PABPC4L,0.449
KRAS,LYST,0.443
KRAS,PCK1,0.75
KRAS,PRKRA,0.75
KRAS,DYRK1B,0.75
KRAS,ODC1,0.485
KRAS,STK35,0.75
KRAS,EEF1AKMT1,0.5
KRAS,SLC17A9,0.6
KRAS,MFHAS1,0.6
KRAS,OR10A7,0.443
KRAS,RPL8,0.6
KRAS,GPSM2,0.75
KRAS,SRP14,0.446
KRAS,GAK,0.75
KRAS,INPP5D,0.75
KRAS,MSRB2,0.443
KRAS,ERBB3,0.75
KRAS,RPS6KB2,0.75
KRAS,SURF4,0.6
KRAS,PDCD11,0.464
KRAS,SNX10,0.449
KRAS,AAMP,0.5
KRAS,KREMEN2,0.5
KRAS,MTNR1A,0.6
KRAS,NKX6-3,0.5
KRAS,MAP3K11,0.75
KRAS,SMC1A,0.5
KRAS,STOML3,0.44
KRAS,NAA15,0.75
KRAS,C12orf75,0.75
KRAS,ZNF726,0.5
KRAS,DCTN5,0.6
KRAS,MYH8,0.5
KRAS,ARHGEF35,0.5
KRAS,HNRNPU,0.6
KRAS,MARK2,0.5
KRAS,NT5C3B,0.6
KRAS,UQCR11,0.5
KRAS,PIGF,0.6
KRAS,CD83,0.6
KRAS,SNRNP70,0.6
KRAS,EIF2B1,0.6
KRAS,TRMT61B,0.5
KRAS,SGPP1,0.6
KRAS,MAPK14,0.75
KRAS,KRT33A,0.6
KRAS,ATP6V1D,0.5
KRAS,RAPGEF1,0.47
KRAS,BMP2K,0.75
KRAS,SS18L1,0.4
KRAS,NUP37,0.5
KRAS,COX6B1,0.5
KRAS,TCERG1,0.6
KRAS,SELENOS,0.449
KRAS,CYB561A3,0.6
KRAS,RPL15,0.6
KRAS,TAP2,0.464
KRAS,N4BP2L2,0.6
KRAS,GALNT17,0.5
KRAS,ERBB4,0.75
KRAS,BMPR2,0.75
KRAS,SLC7A3,0.449
KRAS,PLP2,0.5
KRAS,PTPRE,0.6
KRAS,FKBPL,0.6
KRAS,CAMK2D,0.75
KRAS,OR7A10,0.44
KRAS,AHSA1,0.6
KRAS,MRPS11,0.5
KRAS,EGFR,0.3
KRAS,GLE1,0.5
KRAS,CFDP1,0.5
KRAS,TRPV5,0.75
KRAS,AK6,0.5
KRAS,MEN1,0.4
KRAS,NEDD4L,0.455
KRAS,SUFU,0.4
KRAS,PDHB,0.44
KRAS,PCDHA9,0.6
KRAS,GEMIN6,0.5
KRAS,CDC5L,0.6
KRAS,SRR,0.455
KRAS,PCDHGA1,0.6
KRAS,ETFBKMT,0.44
KRAS,CAMK1,0.75
KRAS,GPR88,0.6
KRAS,RPS26,0.6
KRAS,PRPF4,0.5
KRAS,MBD3L5,0.5
KRAS,NACAD,0.6
KRAS,NCKAP1,0.467
KRAS,RAB33B,0.44
KRAS,ZGPAT,0.75
KRAS,POLR3A,0.5
KRAS,FDPS,0.5
KRAS,TRIM25,0.5
KRAS,ALDH4A1,0.6
KRAS,MAP4,0.452
KRAS,POU4F3,0.458
KRAS,PCGF5,0.452
KRAS,PLCB2,0.75
KRAS,KALRN,0.75
KRAS,ZNF202,0.6
KRAS,TFRC,0.5
KRAS,PIP4K2C,0.75
KRAS,EXT1,0.4
KRAS,THRSP,0.443
KRAS,TOB1,0.6
KRAS,NUMB,0.44
KRAS,RBBP5,0.5
KRAS,TRIB3,0.75
KRAS,ZC3H18,0.75
KRAS,ZNF200,0.6
KRAS,DBN1,0.6
KRAS,GTF2E2,0.5
KRAS,FFAR3,0.5
KRAS,GZMB,0.75
KRAS,MSH5,0.75
KRAS,EPHB2,0.6
KRAS,PUM2,0.6
KRAS,PSMC2,0.6
KRAS,IPO11,0.5
KRAS,THG1L,0.5
KRAS,TXNDC11,0.5
KRAS,CEP55,0.5
KRAS,ATR,0.75
KRAS,MTMR2,0.6
KRAS,LIN52,0.6
KRAS,CTNNAL1,0.6
KRAS,MPO,0.443
KRAS,ZCCHC24,0.458
KRAS,ZNHIT6,0.5
KRAS,PRLR,0.446
KRAS,USP10,0.6
KRAS,KMT2E,0.6
KRAS,RAD1,0.5
KRAS,EIF6,0.6
KRAS,LEPR,0.6
KRAS,NHP2,0.5
KRAS,CCNDBP1,0.6
KRAS,HOXD4,0.6
KRAS,NGB,0.5
KRAS,HSPB8,0.75
KRAS,PNLDC1,0.467
KRAS,C5orf22,0.5
KRAS,DNTTIP1,0.75
KRAS,JAG2,0.6
KRAS,ISCA2,0.5
KRAS,CFAP99,0.452
KRAS,KPRP,0.75
KRAS,PLEKHG4,0.44
KRAS,SAP18,0.5
KRAS,VPS13C,0.44
KRAS,USP25,0.476
KRAS,SYT14,0.479
KRAS,SP4,0.467
KRAS,EIF4A3,0.6
KRAS,UXT,0.5
KRAS,STRAP,0.6
KRAS,ANKFY1,0.6
KRAS,CCT3,0.6
KRAS,MAP2K4,0.4
KRAS,ITGA3,0.6
KRAS,ZNF132,0.44
KRAS,IL6ST,0.4
KRAS,MISP,0.6
KRAS,SNRPF,0.6
KRAS,SREBF2,0.446
KRAS,MYLK3,0.446
KRAS,CDKL3,0.75
KRAS,CNOT1,0.6
KRAS,CHAF1B,0.5
KRAS,SMC3,0.5
KRAS,EIF2B3,0.5
KRAS,NOL10,0.521
KRAS,RAB22A,0.443
KRAS,WDR62,0.5
KRAS,RPS3,0.6
KRAS,DLG2,0.5
KRAS,KLF16,0.5
KRAS,HIPK2,0.75
KRAS,H1-4,0.6
KRAS,PKIA,0.452
KRAS,HMGCR,0.5
KRAS,FASTK,0.75
KRAS,MRPL17,0.6
KRAS,MPC2,0.6
KRAS,SCFD1,0.455
KRAS,STK19,0.6
KRAS,STARD7,0.458
KRAS,MAGEB1,0.5
KRAS,UHRF2,0.75
KRAS,LDLRAD3,0.6
KRAS,TMEM150A,0.443
KRAS,XPO1,0.75
KRAS,MIA,0.44
KRAS,OR52B2,0.44
KRAS,ATXN7L3,0.5
KRAS,NLRC4,0.452
KRAS,USP9Y,0.75
KRAS,RNF111,0.6
KRAS,TIMM50,0.5
KRAS,CWF19L1,0.5
KRAS,ENY2,0.6
KRAS,KDM2A,0.75
KRAS,LGALS8,0.6
KRAS,CPVL,0.6
KRAS,TAF15,0.452
KRAS,SNX27,0.6
KRAS,UNC13C,0.44
KRAS,THRA,0.443
KRAS,CYCS,0.5
KRAS,TMEM184A,0.443
KRAS,DDR1,0.6
KRAS,FAM216A,0.6
KRAS,AKAP9,0.75
KRAS,TPH1,0.443
KRAS,ULBP2,0.449
KRAS,LSS,0.44
KRAS,USP17L19,0.5
KRAS,POLDIP3,0.446
KRAS,PRPF3,0.6
KRAS,ITPK1,0.75
KRAS,NOP58,0.5
KRAS,BCORL1,0.75
KRAS,ASPM,0.5
KRAS,RPS6KB1,0.75
KRAS,UBE2K,0.446
KRAS,EIF1AD,0.5
KRAS,GRK1,0.75
KRAS,UNC13B,0.6
KRAS,PXK,0.75
KRAS,BARD1,0.5
KRAS,AK2,0.6
KRAS,RPS2,0.5
KRAS,GTF3A,0.5
KRAS,NOTCH2,0.4
KRAS,SLC35F6,0.6
KRAS,UBE4A,0.6
KRAS,MYBPC3,0.461
KRAS,RDH8,0.5
KRAS,TMCO5A,0.449
KRAS,PIK3R1,0.4
KRAS,TAS2R5,0.5
KRAS,PLCZ1,0.75
KRAS,PKN2,0.75
KRAS,ANAPC11,0.5
KRAS,INTS3,0.5
KRAS,NME3,0.75
KRAS,MAP3K6,0.6
KRAS,CHCHD3,0.6
KRAS,TAF1L,0.75
KRAS,ABCE1,0.5
KRAS,PCNT,0.5
KRAS,CDKN1C,0.75
KRAS,DTYMK,0.6
KRAS,CDCA8,0.75
KRAS,FAM50A,0.5
KRAS,NEFL,0.446
KRAS,HARS1,0.5
KRAS,C1QTNF6,0.6
KRAS,TNRC18,0.5
KRAS,C5orf63,0.5
KRAS,JMJD4,0.6
KRAS,MAK,0.5
KRAS,GOLGA8O,0.5
KRAS,VGF,0.5
KRAS,RPS17,0.443
KRAS,NEXN,0.5
KRAS,OR13A1,0.443
KRAS,MAPK15,0.75
KRAS,ASTL,0.6
KRAS,XK,0.47
KRAS,WRAP53,0.5
KRAS,BRIX1,0.6
KRAS,SDAD1,0.5
KRAS,PDX1,0.518
KRAS,ADGRL1,0.446
KRAS,RSPH14,0.449
KRAS,SQOR,0.44
KRAS,TRPM2,0.482
KRAS,USP9X,0.452
KRAS,TKT,0.5
KRAS,DDX18,0.6
KRAS,DLG1,0.6
KRAS,RILPL2,0.6
KRAS,RFC3,0.6
KRAS,RPL35A,0.6
KRAS,UBA1,0.75
KRAS,MAPK8IP1,0.75
KRAS,GSTCD,0.6
KRAS,PHTF1,0.455
KRAS,PLG,0.452
KRAS,WDR13,0.5
KRAS,PATZ1,0.518
KRAS,NUAK1,0.75
KRAS,DPH5,0.5
KRAS,MAP3K5,0.75
KRAS,B3GNT5,0.6
KRAS,JADE2,0.44
KRAS,TMPRSS6,0.458
KRAS,FBN1,0.4
KRAS,TMPRSS13,0.461
KRAS,DGKA,0.75
KRAS,TRIM39,0.6
KRAS,C4orf33,0.6
KRAS,GRB7,0.6
KRAS,PSMC3,0.5
KRAS,PNCK,0.75
KRAS,TNNI3K,0.44
KRAS,NKAP,0.443
KRAS,PLD4,0.467
KRAS,PNN,0.5
KRAS,OR2Z1,0.458
KRAS,POLR1C,0.497
KRAS,COX6C,0.5
KRAS,TBC1D8,0.6
KRAS,GRIN2B,0.6
KRAS,SAP130,0.6
KRAS,GATA6,0.75
KRAS,SLC39A11,0.6
KRAS,EIF1,0.5
KRAS,CFAP298,0.5
KRAS,RAB3IP,0.443
KRAS,TUFT1,0.5
KRAS,BCR,0.75
KRAS,SNRPC,0.488
KRAS,SEMA3C,0.5
KRAS,FMR1,0.5
KRAS,RPL7,0.5
KRAS,SENP5,0.446
KRAS,NOP16,0.6
KRAS,RB1,0.4
KRAS,OR2T11,0.473
KRAS,ARID1B,0.75
KRAS,ADAM10,0.6
KRAS,SCN4A,0.461
KRAS,FERMT2,0.6
KRAS,FDXR,0.5
KRAS,SFXN4,0.6
KRAS,ATG101,0.6
KRAS,ELOA,0.47
KRAS,EZR,0.5
KRAS,NOP14,0.446
KRAS,SRSF1,0.443
KRAS,GSDMB,0.6
KRAS,PSMF1,0.44
KRAS,ELAC2,0.75
KRAS,RPL34,0.482
KRAS,CFAP20,0.5
KRAS,DCAF8L2,0.44
KRAS,UBA2,0.512
KRAS,SPRY2,0.446
KRAS,EPB41L1,0.6
KRAS,TUBAL3,0.479
KRAS,VPS35,0.6
KRAS,RGS22,0.446
KRAS,PRKAR1B,0.458
KRAS,GLP2R,0.5
KRAS,CPQ,0.479
KRAS,MICALL2,0.6
KRAS,RPS6,0.5
KRAS,RTN4RL2,0.446
KRAS,ACAD9,0.6
KRAS,VRK3,0.75
KRAS,NUB1,0.443
KRAS,RAPGEF2,0.452
KRAS,ACOX3,0.6
KRAS,NFIB,0.4
KRAS,TDP1,0.515
KRAS,EP400,0.5
KRAS,SVEP1,0.443
KRAS,DENR,0.5
KRAS,LOC643802,0.75
KRAS,KRT32,0.75
KRAS,TSHB,0.44
KRAS,ATP6V1C1,0.6
KRAS,SMNDC1,0.5
KRAS,EIF3C,0.75
KRAS,EGLN3,0.75
KRAS,RBBP8,0.6
KRAS,XKR6,0.452
KRAS,ID1,0.6
KRAS,UBXN2A,0.485
KRAS,MDC1,0.6
KRAS,TAF12,0.455
LTBP4,PFN2,0.3
CHEK2,MIA,0.304
CHEK2,BRD4,0.4
CHEK2,MTOR,0.85
CHEK2,MUC16,0.3
CHEK2,DAAM1,0.4
CHEK2,NPRL2,0.1775
CHEK2,MYC,0.1775
CHEK2,CDC73,0.4
CHEK2,ERBB2,0.85
CHEK2,NAE1,0.575
CHEK2,PML,0.1775
CHEK2,PDGFRA,0.85
CHEK2,E2F1,0.1775
CHEK2,NF1,0.3
CHEK2,TTN,0.4
CHEK2,BLM,0.4
CHEK2,RPS10,0.4
CHEK2,LLGL1,0.4
CHEK2,PIK3CA,0.3
CHEK2,ATR,0.4
CHEK2,MDM4,0.1775
CHEK2,SOD1,0.56
CHEK2,PTPA,0.1775
CHEK2,CDC14A,0.4
CHEK2,PARP1,0.1775
CHEK2,CHEK1,0.4
CHEK2,KAT8,0.1775
CHEK2,ATAD5,0.4
CHEK2,KMT2D,0.85
CHEK2,CDC6,0.4
CHEK2,HDAC2,0.85
CHEK2,WRN,0.4
CHEK2,FLT3,0.85
FBXL6,TANK,0.3
FBXL6,RECQL4,0.2
HADH,MCM2,0.3
CENPO,FEN1,0.3
CENPO,HRAS,0.446
CENPO,KRAS,0.6
CENPO,NRAS,0.446
CNOT1,ZNF574,0.85
CNOT1,HRAS,0.551
CNOT1,KCTD10,0.85
CNOT1,NRAS,0.551
CNOT1,SKA3,0.85
CNOT1,NUDC,0.85
CNOT1,MON1B,0.2
CNOT1,GNL3L,0.85
CNOT1,REXO2,0.85
MDM1,MMP23B,0.3
PRMT1,SAE1,0.2
SMC1A,LMNB1,0.3
SMC1A,SMC3,0.1775
ILF2,POLR3C,0.2
ILF2,PRPH,0.3
ILF2,RCOR3,0.2
ILF2,TAF1A,0.2
ILF2,NAE1,0.575
ILF2,NRAS,0.449
ILF2,KRAS,0.449
ILF2,NTRK3,0.3
ILF2,MRPL13,0.2
FAM78B,NAE1,0.575
ABCA3,TFAP2B,0.53
ABCA3,ATP2C2,0.503
ABCA3,PPP3CB,0.443
ABCA3,SPTB,0.506
ABCA3,TPM1,0.512
ABCA3,ERMP1,0.506
ABCA3,LIPE,0.554
ABCA3,SORBS1,0.503
ABCA3,SYT11,0.503
ABCA3,WNT5A,0.443
ABCA3,CALM1,0.506
ABCA3,ANK3,0.506
ABCA3,CRCP,0.512
ABCA3,TMEFF1,0.509
ABCA3,ADAM22,0.503
ABCA3,GAPDH,0.509
ABCA3,TAS2R14,0.506
ABCA3,RPL5,0.503
ABCA3,CADM4,0.569
ABCA3,MGAT2,0.509
ABCA3,SP110,0.515
ABCA3,CLTA,0.587
ABCA3,GTF2H5,0.515
ABCA3,SETMAR,0.506
ABCA3,HLA-DRA,0.503
ABCA3,AKR7A2,0.503
ABCA3,IFI16,0.524
ABCA3,SV2B,0.506
ABCA3,INTS6L,0.506
ABCA3,ATF5,0.524
ABCA3,CTDSPL,0.512
ABCA3,GLT8D1,0.503
ABCA3,CLPX,0.503
ABCA3,IL7,0.446
ABCA3,PPP3CA,0.44
ABCA3,AZGP1,0.506
ABCA3,THAP1,0.506
ABCA3,SESTD1,0.515
ABCA3,NUDT3,0.506
ABCA3,CARS1,0.506
ABCA3,CAMK2G,0.44
ABCA3,FKBP11,0.506
ABCA3,RYK,0.44
ABCA3,SNX10,0.503
ABCA3,NFATC1,0.44
ABCA3,UBA6,0.515
ABCA3,TRIP11,0.509
ABCA3,CELF2,0.515
ABCA3,DLAT,0.506
ABCA3,EDF1,0.506
ABCA3,RARA,0.509
ABCA3,IL27RA,0.524
ABCA3,GPC5,0.521
ABCA3,SKP1,0.506
ABCA3,DDAH1,0.515
ABCA3,PPP1R2,0.506
ABCA3,GGCX,0.503
ABCA3,CACNA2D2,0.503
ABCA3,CAPN6,0.506
ABCA3,UBE3A,0.509
ABCA3,FLT3LG,0.518
ABCA3,COL3A1,0.521
ABCA3,CUX1,0.506
ABCA3,CD93,0.503
ABCA3,TJP1,0.527
ABCA3,SEPTIN6,0.503
ABCA3,RAP1A,0.503
ABCA3,ALDOC,0.509
ABCA3,CA2,0.509
ABCA3,TRIM24,0.509
ABCA3,CA5A,0.524
ABCA3,ACSL1,0.551
ABCA3,PRKCQ,0.521
ABCA3,SRI,0.506
ABCA3,TNFRSF9,0.506
ABCA3,BAD,0.548
ABCA3,ZP3,0.521
ABCA3,MAML1,0.509
ABCA3,ATP6V0E1,0.503
ABCA3,LRRC37A3,0.515
ABCA3,SEL1L,0.506
ABCA3,ABCB6,0.509
ABCA3,IRF7,0.551
ABCA3,FCN3,0.53
ABCA3,PYROXD1,0.503
ABCA3,CPSF1,0.506
ABCA3,SCAF11,0.506
ABCA3,FZD8,0.578
ABCA3,PRMT8,0.44
ABCA3,PDE6H,0.44
ABCA3,NFATC2IP,0.44
ABCA3,CAPRIN1,0.503
ABCA3,MORC3,0.506
ABCA3,TLE1,0.509
ABCA3,CLDN3,0.515
ABCA3,FOSL1,0.473
ABCA3,HIF3A,0.521
ABCA3,LDLRAD4,0.506
ABCA3,PLEKHM1,0.506
ABCA3,SNTA1,0.587
ABCA3,PDLIM5,0.587
ABCA3,PDE6C,0.443
ABCA3,GLIPR1,0.503
ABCA3,API5,0.506
ABCA3,ZNF473,0.515
ABCA3,SLC50A1,0.53
ABCA3,ITCH,0.512
ABCA3,CSHL1,0.569
ABCA3,RPL36A,0.518
ABCA3,RPL35,0.509
ABCA3,UTP14A,0.539
ABCA3,CTSB,0.506
ABCA3,PGAP2,0.509
ABCA3,NCOA3,0.503
ABCA3,CCL23,0.506
ABCA3,KCNJ13,0.521
ABCA3,S1PR2,0.503
ABCA3,CXCR3,0.509
ABCA3,CST4,0.506
ABCA3,KAT6A,0.512
ABCA3,RPL21,0.533
ABCA3,CYP2B6,0.566
ABCA3,ATP7A,0.509
ABCA3,EGR3,0.518
ABCA3,IL4,0.524
ABCA3,RO60,0.527
ABCA3,CRYBB2,0.572
ABCA3,CAMK2B,0.53
ABCA3,DBF4,0.557
ABCA3,SAT1,0.512
ABCA3,SRSF1,0.446
ABCA3,MAPK11,0.449
ABCA3,PLCB1,0.443
ABCA3,CXCR4,0.506
ABCA3,RCAN1,0.44
ABCA3,GBP4,0.506
ABCA3,UCP2,0.506
ABCA3,RTP4,0.509
ABCA3,ALG10B,0.503
ABCA3,CLTC,0.524
ABCA3,HLA-DRB5,0.503
ABCA3,NRG2,0.503
ABCA3,UGT1A7,0.557
ABCA3,MBD4,0.548
ABCA3,NKRF,0.512
ABCA3,TBCCD1,0.512
ABCA3,SMARCA1,0.506
ABCA3,ITGB1,0.503
ABCA3,PLOD2,0.503
ABCA3,RCAN2,0.443
ABCA3,LAPTM4B,0.506
ABCA3,PGLS,0.581
ABCA3,CEACAM1,0.509
ABCA3,EPB42,0.506
ABCA3,EHF,0.512
ABCA3,SP100,0.503
ABCA3,ZNF140,0.506
ABCA3,CNR1,0.506
ABCA3,H3C7,0.503
ABCA3,FZD2,0.44
ABCA3,OR2F1,0.503
ABCA3,CLEC2D,0.503
ABCA3,PDE4DIP,0.554
DSN1,TIMELESS,0.2
PHACTR3,BRCA1,0.3
WDR7,PHF21A,0.3
CNTD1,NAE1,0.575
ARFGEF1,NCOA2,0.2
ARFGEF1,ATP5PB,0.3
ARFGEF1,ARPC5,0.2
ARFGEF1,FZD6,0.2
ARFGEF1,AZIN1,0.2
ARFGEF1,ELOC,0.2
ARFGEF1,ILF2,0.2
ARFGEF1,GTF3C3,0.3
ARFGEF1,MAPRE1,0.2
ARFGEF1,PSMD12,0.2
SPATA46,MMP23B,0.3
TMEM30B,CXCL16,0.3
TMEM30B,IRF6,0.3
EXOSC1,NRAS,0.443
EXOSC1,HRAS,0.443
EXOSC1,KRAS,0.6
SNU13,KRAS,0.6
POLB,KRAS,0.6
ZNF227,TMEM126B,0.3
ZNF227,EXOC5,0.3
YWHAE,KLHL12,0.3
C1QTNF7,CDC25B,0.3
PRDX3,XPNPEP1,0.2
MCM10,RAD51,0.3
MCM10,MCM3,0.2
MCM10,TRA2B,0.2
MCM10,SMC2,0.3
MCM10,CTCF,0.3
MCM10,FANCG,0.3
MCM10,CCNB2,0.3
MCM10,ARHGAP11A,0.3
PPP1R3D,BRCA1,0.3
GTF2IRD1,ITGB1,0.3
PCDHA10,PCDHAC1,0.2
PCDHA10,PCDHA2,0.2
PCDHA10,PCDHA4,0.2
IL24,NAE1,0.575
IL24,NRAS,0.449
IL24,KRAS,0.449
DDX56,EIF3B,0.2
DDX56,MRPS17,0.2
DDX56,NUDCD3,0.2
ALK,PBRM1,0.85
ALK,HGF,0.1775
ALK,PTK6,0.85
ALK,BCL2L11,0.1775
ALK,SMARCA2,0.1775
ALK,PRKDC,0.85
ALK,PARP1,0.1775
ALK,RRM2,0.85
ALK,HCRTR1,0.85
ALK,SSTR5,0.85
ALK,HMGA1,0.85
ALK,FGFR1,0.304
ALK,STMN1,0.85
ALK,STAT3,0.1775
ALK,CIT,0.85
ALK,GRB2,0.85
ALK,MAPK12,0.85
ALK,EPRS1,0.85
ALK,MTOR,0.1775
ALK,CDK9,0.85
ALK,SSTR4,0.85
ALK,SMARCA4,0.1775
ALK,EGFR,0.304
ALK,MET,0.1775
ALK,DCXR,0.85
ALK,PRODH,0.85
ALK,DBH,0.85
ALK,CD177,0.1775
ALK,DDR2,0.1775
ALK,MCL1,0.1775
ALK,IL12A,0.85
ALK,CDC25A,0.85
FBXL2,KRAS,0.452
FBXL2,HRAS,0.452
FBXL2,NRAS,0.452
KDM1A,PPWD1,0.85
KDM1A,PTTG1,0.85
KDM1A,TTC4,0.85
KDM1A,POLR2K,0.85
KDM1A,VPS72,0.85
KDM1A,PUM1,0.2
KDM1A,TRMT5,0.85
KDM1A,SNRNP40,0.2
KDM1A,NUP85,0.85
KDM1A,PRKCZ,0.85
KDM1A,NSMCE4A,0.85
KDM1A,MZT1,0.85
CCDC112,NRAS,0.467
CCDC112,HRAS,0.467
DPYS,BRCA1,0.3
DPYS,PTEN,0.3
DPYS,NAE1,0.5
DPYS,BRCA2,0.3
DPYS,TP53,0.3
HINT1,NAE1,0.5
GPX8,P3H1,0.3
GPX8,SNX24,0.2
GPX8,SPARC,0.2
GPX8,TGFBI,0.2
GPX8,PPP2R3A,0.3
GPX8,CAVIN1,0.3
GPX8,NUAK1,0.2
GPX8,TGM2,0.3
GPX8,MMP14,0.3
GPX8,PAM,0.2
GPX8,RND3,0.3
GPX8,TNFRSF1A,0.2
GPX8,FBXO17,0.3
GPX8,SMURF2,0.3
GPX8,CAPN2,0.3
GPX8,NDST1,0.2
GPX8,AXL,0.3
GPX8,S100A2,0.3
GPX8,RIN2,0.3
GPX8,CAV2,0.3
ESS2,NAE1,0.5
ESS2,KRAS,0.6
ESS2,NRAS,0.488
ESS2,ZC3H7B,0.2
ESS2,HRAS,0.488
BTK,CDH1,0.85
BTK,NAE1,0.575
BTK,IRF4,0.56
BTK,CHEK1,0.85
BTK,MYC,0.4
ENDOG,NDUFA8,0.2
ENDOG,NAE1,0.575
SIGLEC8,SPI1,0.3
UBAC2,KRAS,0.6
GPRIN1,TFPI,0.3
EIF3D,WARS2,0.85
EIF3D,SKA3,0.85
EIF3D,NSMCE4A,0.85
EIF3D,PTTG1,0.85
EIF3D,PSMD6,0.85
EIF3D,EXOSC9,0.85
EIF3D,PAXBP1,0.85
EIF3D,PDCD7,0.85
EIF3D,PRMT5,0.85
EIF3D,POLR2K,0.85
EIF3D,EIF4G1,0.85
EIF3D,NDUFB1,0.85
EIF3D,MRPL50,0.85
EIF3D,MBTPS2,0.85
EIF3D,MZT1,0.85
EIF3D,MRPS11,0.85
